ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,track_titles,track_ids,total_plays,total_likes,ep_engagement_rate,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,vid_exist,vid_ytplaylist,vid_yturl,created_at,playlist_names_clean
Poetry Matters EP vol.3,https://soundcloud.com/bananasutra/sets/poetry-matters-ep-vol3,3,,GLOWsutra,"FOLK,LOFI,MANTRA","FOLK,LOFI,MANTRA",3,"Poetry Matters • Folk DUBsutra, Poetry Matters • LOFI DUBsutra, Poetry Matters • Mantra DRUMsutra","2012288647, 2012288615, 2012288591",599,9,1.502504,0:10:10,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t1080x1080.jpg,Poetry Matters,L-189,checked,,"A quick 10-minute burst of beauty that bleeds, across 3 tracks. Question my empathy. I dare you. (Poetry has entered the chat.) The sound: folk, lo-fi, and mantra. This is Vol. 3—the saga deepens. Poetry as essential infrastructure.",Bless: POET(ry),,,,2025-01-19T05:28:52Z,"BOWsutra the last of 7 sutras · it's divine <3, DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, HIDDEN PEELS, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra, MANTRAsutra (Best Of)"
Poetry Matters ☰ BANJOsutra EPx2,https://soundcloud.com/bananasutra/sets/poetry-matters-banjosutra-ep,2,,GLOWsutra,"BANJO,BLUES","BANJO,BLUES",5,"Poetry Matters (1) ☰ BANJOsutra dream, Poetry Matters (2) ☰ BANJOsutra dream, Poetry Matters (I believe) DUBsutra","2005804183, 2005804179, 2010307139",787,9,1.143583,0:11:40,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t500x500.jpg,https://i1.sndcdn.com/artworks-2YAEhVqYbh7DwilS-Nd8dqg-t1080x1080.jpg,Poetry Matters,L-189,checked,,5 tracks of beauty that bleeds. Question my empathy. I dare you. (Poetry has entered the chat.) Banjo and blues grooves from end to end. This is Vol. 2—the saga deepens. Poetry as essential infrastructure.,Bless: POET(ry),,,,2025-01-10T09:33:55Z,"BANJOsutra, DUBsutra, FOLKsutra, FOLKsutra (Best Of), GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, GROWsutra where we be brave, JAZZsutra, SINGLEsutra Exclusive SoundCloud (woo)"
Poetry Matters ☲ EPx3 Vol.05 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-matters-epx3-vol05-dubsutra,1,,GLOWsutra,DUB,DUB,3,"[01] Poetry Duende - DUBsutra, [02] Poetry Duende - DUBsutra, [03] Poetry Duende - DUBsutra","2104091958, 2104091955, 2104091961",2297,22,0.957771,0:12:21,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t500x500.png,https://i1.sndcdn.com/artworks-abyBryFxsG9vVsON-VYqfCQ-t1080x1080.png,Poetry Matters,L-189,checked,,"A quick 12-minute burst of beauty that bleeds, across 3 tracks. Question my empathy. I dare you. (Poetry has entered the chat.) The sound: dub. Poetry as essential infrastructure.",Bless: POET(ry),,,,2025-05-29T03:53:25Z,"DUBsutra, DUBsutra (Best Of), GLOWsutra : POET(ry), GLOWsutra where gratitude feeds"
Poetry Nah Lie ☲ EPx6 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-nah-lie-epx6-vol01-dubsutra,1,,GLOWsutra,DUB,RAGGA,6,"[01] Poetry Nah Lie - Ragga DUBsutra, [02] Poetry Nah Lie - Ragga DUBsutra, [03] Poetry Nah Lie - Ragga DUBsutra, [04] Poetry Nah Lie - Ragga DUBsutra, [05] Poetry Nah Lie - Ragga DUBsutra, [06] Poetry Nah Lie - Ragga DUBsutra","2104099035, 2104099038, 2104099050, 2104099044, 2104099047, 2104099041",3463,39,1.126191,0:21:43,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t500x500.png,https://i1.sndcdn.com/artworks-XirUpSPl2GiR23bD-IUcZyA-t1080x1080.png,Poetry Nah Lie,L-190,checked,,"6 dub tracks disguised as music. Poetry nah lie. It's vital like a plant. Medicine for truth, in a world where viral means value. Poetry as essential infrastructure.",Bless: POET(ry),,,,2025-05-29T04:13:57Z,"DUBsutra, GLOWsutra where gratitude feeds"
Poetry Slow Burns ☲ EPx5 Vol.01 ☲ DUBsutra,https://soundcloud.com/bananasutra/sets/poetry-slow-burns-epx5-vol01-dubsutra,1,,GLOWsutra,DUB,DUB,5,"[01] Poetry Slow Burns  - Gold DUBsutra, [02] Poetry Slow Burns - DUBsutra, [03] Poetry Slow Burns - DUBsutra, [04] Poetry Slow Burns - DUBsutra, [05] Poetry Slow Burns - Sweet DUBsutra","2104095318, 2104095321, 2104095324, 2104095330, 2104095327",4071,37,0.908868,0:19:17,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t500x500.png,https://i1.sndcdn.com/artworks-kFKsDMSXWH3Vpk1z-DJlmNw-t1080x1080.png,Poetry Slow Burns,L-191,checked,,"A 19-minute ride of beauty that bleeds, across 5 tracks. Not for show, not for fame. Just to name the ache and sing the flame. Poetry slow burns — soft, deadly. Dub grooves from end to end. Poetry as essential infrastructure.",Bless: POET(ry),,,,2025-05-29T03:59:25Z,"DUBsutra, DUBsutra (Best Of), GLOWsutra : POET(ry), GLOWsutra where gratitude feeds"
Possum Scrotum • GROWsutra (Dare to Care) Psychedelick EPx7,https://soundcloud.com/bananasutra/sets/possum-scrotum-growsutra-epx7,1,,GROWsutra,"BURLESQUE,LOFI","BURLESQUE,LOFI",7,"[01] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Accordion Funk Hop LOFI, [02] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Accordion Funk Hop LOFI, [03] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Accordion Funk Hop LOFI, [04] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Jazz Sirene Hop Drum BURLESQUE, [05] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Jazz Sirene Accordion BURLESQUE, [06] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Jazz Sirene Drum Hop BURLESQUE, [07] Possum Scrotum • GROWsutra (Dare to Care) Psychedelick Jazz Sirene A Capella Accordion Burlesque MANTRA","2366145398, 2366145383, 2366145392, 2366145386, 2366145395, 2366145380, 2366145389",1502,11,0.732357,0:24:07,https://i1.sndcdn.com/artworks-b3R46VLkPB8QzmsF-rIaCYA-t500x500.jpg,https://i1.sndcdn.com/artworks-b3R46VLkPB8QzmsF-rIaCYA-t1080x1080.jpg,Possum Scrotum,L-193,checked,,"Because... Democracy ain’t a matter of chance.
You’ve got to fight for the right to dance.
But(t) too many play dead possum, still...
As if silence could break a tyrant’s will.",Dare: DARE (to care),,,,2026-07-22T22:33:09Z,"BURLESQUEsutra, GROWsutra : DARE (to care), GROWsutra where we be brave, LOFIsutra, MANTRAsutra"
Predators (why war) EP x11 vol.2,https://soundcloud.com/bananasutra/sets/predators-why-war-ep-vol2,2,,KNOWsutra,MANTRA,MANTRA,11,"Predators (why Kids Are Allowed To Die) • BASS JAZZsutra, You Know Why (wars) • CONTRABASS LOFIsutra, Why They Die (predators) 1 • INDIEsutra, Why They Die (predators) 2 • INDIEsutra, WAR They Die (predators) 3 • WARsutra, Who Cares Who Knows • WTFsutra, Predators (why Kids Are Allowed To Die) • FOLKsutra, Predators (why Kids Are Allowed To Die • PIANO JAZZsutra, Predators (why Kids Are Allowed To Die) • CELLOsutra, Predators (why Kids Are Allowed To Die) • MANTRA DRUMsutra, Predators (why Kids Are Allowed To Die) MANTRAencore DRUMsutra","2003720019, 2003720003, 2003719887, 2003719931, 2003719847, 2003719863, 2003719735, 2003719691, 2003719715, 2003719755, 2003719787",2163,23,1.063338,0:38:38,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t500x500.jpg,https://i1.sndcdn.com/artworks-OWRInG4UzoJJhhFd-ho8qyg-t1080x1080.jpg,Predators (Why War),L-194,checked,,"A 11-track dark bloom that asks the fairness question out loud. Why? No one cares. No one hears. Predators in history, memories in mystery. Vol. 2, because war's a long story. The sound: mantra. Vol. 2, because one wasn't enough. The peace prayer that won't shut up.",Ask: PEACE (not war),,,,2025-01-08T00:47:56Z,"BURLESQUEsutra, FOLKsutra, INDIEsutra, JAZZsutra, KNOWsutra : PEACE (not War), LOFIsutra, MANTRAsutra"
Prickly Peaches DUBsutra EPx3,https://soundcloud.com/bananasutra/sets/prickly-peaches-dubsutra-epx3,1,,FLOWsutra,DUB,DUB,3,"Prickly Peaches (one) • DUB Sutra, Prickly Peaches (two) • DUB Sutra, Prickly Peaches (three) • DUB Sutra","1993857751, 1993857731, 1993857711",863,11,1.274623,0:10:53,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t500x500.jpg,https://i1.sndcdn.com/artworks-RAzwB4AnKcyRKbyO-wrGX6g-t1080x1080.jpg,Wet (Prickly) Peaches vol.2,L-285,checked,,"3 dub tracks built on nerve and a prayer. What Jefferson Airplane would sound like as a haunting psychedelic ode to radical intimacy. Vol. 2, because some songs are cheekier than others. Where trust gets tender.","Trust: WET (my friend),EP: Peachy",,,,2024-12-24T21:59:40Z,"DUBsutra, DUBsutra (Best Of), FLOWsutra : WET (my friend), FLOWsutra where time is space, HIDDEN PEELS"
Pro-life means what · honey?,https://soundcloud.com/bananasutra/sets/pro-life-means-what-honey,1,,GROWsutra,"BANJO,MANTRA","BANJO,MANTRA",6,"Pro-Life Means What, Honey • Banjo BLUESsutra (1), Pro-Life Means What, Honey • Banjo BLUESsutra (2), Pro-Life Means What, Honey • Banjo BLUESsutra (3), Pro-Life Means What, Honey • Banjo BLUESsutra (4), Pro-Life Means What, Honey • Reggae DUBsutra (1), Pro-Life Means What, Honey • Jazzy Mantra DUBsutra (2)","2031314788, 2031314764, 2031314740, 2031314724, 2031314704, 2031314688",1233,18,1.459854,0:20:15,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t500x500.jpg,https://i1.sndcdn.com/artworks-6n9qPQKkYrr2fiIl-Ru83aw-t1080x1080.jpg,"Pro-life Means What, Honey?",L-196,checked,,"A 20-minute ride of holy doubt, across 6 tracks. Pro-life means what, exactly? (Still waiting for a straight answer.) The sound: banjo and mantra. Holy questions, no holy answers.",Dare: GOD (etc.),,,,2025-02-11T03:29:51Z,"BANJOsutra, BLUESsutra, DUBsutra, GROWsutra : GOD (etc), HIDDEN PEELS, KNOWsutra where questions matter, MANTRAsutra (Best Of), QUACKsutra where we sing FU, Questions for the (kind) POPE in the Sky"
Project 2-0-2-5 (Explicit Fascism Advisory) • Pray for Murica SOULsutra EPx7,https://soundcloud.com/bananasutra/sets/project-2-0-2-5-explicit-fascism-advisory-pray-for-murica-soulsutra-epx7,1,,QUACKsutra,FOLK,"FOLK,SOUL",7,"Project 2-0-2-5 • Folksy DUBsutra, Project 2-0-2-5 • Bully FOLKsutra, Project 2-0-2-5 • Dummy FOLKsutra, Project 2-0-2-5 • Ducky BLUESsutra, Project 2-0-2-5 • Tonky BLUESsutra, Project 2-0-2-5 • Wonky BLUESutra, Project 2-0-2-5 • Honky INDIEsutra","2021403369, 2021403377, 2021403365, 2021403389, 2021403373, 2021403385, 2021403381",1396,16,1.146132,0:24:25,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t500x500.png,https://i1.sndcdn.com/artworks-Gpeeqzc8b4frhVCd-pyGbug-t1080x1080.png,Project 2025 (Honky tonk dreams in the land of the free),L-197,checked,,"A 7-track shadow-walk that stays wide awake through the circus. Project 2025: a reading list nobody asked for, a playlist everyone needs. The sound: folk. Quack quack. You know who you are.",Quack: DUCK (shady),,,,2025-01-30T00:32:50Z,"BLOWsutra, BLUESsutra, BLUESsutra (Best Of), DUBsutra, FOLKsutra, FOLKsutra (Best Of), INDIEsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
Queer Almighty (Holy Questions Matter) - EPx16 VOL. 02,https://soundcloud.com/bananasutra/sets/queer-almighty-holy-questions-matter-epx16-vol-02,2,,GROWsutra,"BANJO,BLUES,FOLK,MANTRA","BANJO,BLUES,CABARET,COUNTRY,FOLK,MANTRA",16,"[01] Queer Almighty - Folk BANJOsutra, [02] Queer Almighty - Blues BANJOsutra, [03] Queer Almighty - Brave enough to be - Country BANJOsutra, [04] Queer Almighty • Bluegrass BANJOsutra, [05] Queer Almighty - Jazzy Queer Almighty - BLUESy BANJOsutra, [06] Queer Almighty - Queer Enough to Cabaret - BANJOsutra, [07] Queer Almighty - Oh my queer almighty why - BANJOsutra, [08] Queer Almighty - Tell me why - FOLK BANJOsutra, [09] Queer Almighty - FOLK BANJOsutra, [10] Queer Almighty - Why - Banjo Tango FOLKsutra, [11] Queer Almighty - BURLESQUEsutra, [12] Queer Almighty - Why is it so hard - Piano BURLESQUEsutra, [13] Queer Almighty - Born to Waltz - BANJOsutra, [14] Queer Almighty - love unmasked - JAZZsutra, [15] Queer Almighty - Drum Mantra DUBsutra, [16] Queer Almighty • Accordion MANTRAsutra","2085884382, 2085884385, 2085884379, 2085884391, 2085884376, 2085884394, 2085884403, 2085884388, 2085884397, 2085884400, 2085884415, 2085884412, 2085884421, 2085884418, 2085884406, 2085884409",9389,66,0.702950,0:51:38,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t500x500.png,https://i1.sndcdn.com/artworks-AW1E67BzmypJfRI1-6hZzEg-t1080x1080.png,Queer Almighty,L-198,checked,,"16 banjo, blues, and folk tracks for the ones who still give a damn. Queer almighty: if God made everything, the closet wasn't His idea. Vol. 2, because one wasn't enough. Resonated: 9k plays and 66 likes so far. Holy questions, no holy answers.",Dare: GOD (etc.),,,,2025-04-27T06:04:28Z,"BANJOsutra, BLUESsutra, BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), FOLKsutra (Best Of), GROWsutra : GOD (etc), KNOWsutra where questions matter, MANTRAsutra, Questions for the (kind) POPE in the Sky"
Question Di Kingdom EPx4 VOL.02,https://soundcloud.com/bananasutra/sets/question-di-kingdom-epx4-vol02,2,,KNOWsutra,DUB,"DUB,RAGGA",4,"[01] Question Di Kingdom - Dub's the Path (Truth is the riddim) - Ragga DUBsutra, [02] Question Di Kingdom - Dub's the Path (Truth is the riddim) - DUBsutra, [03] Reason over Reverence - They said bow down but we rise 1 - DUBsutra, [04] Reason over Reverence - They said bow down but we rise 2 - DUBsutra","2085837549, 2085837546, 2085837543, 2085837552",4838,48,0.992146,0:11:40,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t500x500.png,https://i1.sndcdn.com/artworks-di7zASJGwZPfXRsD-DluSHw-t1080x1080.png,Question Di Kingdom,L-199,checked,,"A 4-track sun-drunk hymn that dances where gods fear to tread. Rise up tall. Reason first. Kingdom, second (if needed). Channeling Bertrand Russell, obviously. This is Vol. 2—the saga deepens. Bertrand would approve. Probably.",Ask: BERTRAND (knows),,,,2025-04-27T02:47:39Z,"DUBsutra, DUBsutra (Best Of), KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, Questions for the (kind) POPE in the Sky"
Question di Kingdom ✰ Ragga DUBsutra EPx10,https://soundcloud.com/bananasutra/sets/question-di-kingdom-ragga-dubsutra-epx10,1,,KNOWsutra,DUB,RAGGA,10,"[1] Bertrand said reason • BANJOsutra, [2]  Chains wide, with Russel • LOFIsutra, [3] Question Di Kingdom (2) • RAGGAsutra, [4] Question Di Kingdom (1) • RAGGAsutrawav, [5] Dubbin' for Freedom • DUBsutra, [6] Step into Russel's rhythm (1) • DUBsutra, [7] Step into Russel's rhythm (2) • DUBsutra, [8] Reason fi di win • RAGGAsutra, [9] Reason fi di win • RAGGAsutra, [10] Question it All, Blessed Bertrand Russel • LOFIsutra","2044681252, 2044681268, 2044681276, 2044681272, 2044681256, 2044681280, 2044681260, 2044681264, 2044681249, 2044681284",2911,24,0.824459,0:27:13,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t500x500.png,https://i1.sndcdn.com/artworks-mKTmWGkHkyRy4ocv-MREqIQ-t1080x1080.png,Question Di Kingdom,L-199,checked,,"A 10-track sun-drunk hymn that dances where gods fear to tread. Rise up tall. Reason first. Kingdom, second (if needed). Channeling Bertrand Russell, obviously. Bertrand would approve. Probably.",Ask: BERTRAND (knows),,,,2025-03-01T11:04:15Z,"BANJOsutra, DUBsutra, KNOWsutra : BERTRAND (mon chéri), KNOWsutra where questions matter, LOFIsutra, Questions for the (kind) POPE in the Sky"
Question the Nation • EPx10 • BLOWsutra Psychedelic Dub Revolution,https://soundcloud.com/bananasutra/sets/question-the-nation-blowsutra-psychedelic-revolution-epx10,1,,BLOWsutra,"BLUES,DUB,INDIE,JAZZ,LOFI","ACOUSTIC,BLUES,DUB,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,RAGGA,TRIP HOP",10,"[01] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie LoFi Dub BLUES, [02] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [03] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [04] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [05] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [06] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [07] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [08] Question The Nation • BLOWsutra (Revolt Now) Gipsy Indie Trip Hop(e) Dub LOFI, [09] Question The Nation • BLOWsutra (Revolt Now) SWK Dubby Raw Acoustic Bass Jazz LOFI, [10] Question The Nation • BLOWsutra (Revolt Now) Rebound 'n Rise Psychedelic Ragga Mama DUB","2266847459, 2266847450, 2266847471, 2266847462, 2266847456, 2266847465, 2266847474, 2266847468, 2266847453, 2266847447",4156,44,1.058710,0:35:59,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t500x500.png,https://i1.sndcdn.com/artworks-kMicgGnKLarUxkiZ-jURgUg-t1080x1080.png,Question The Nation,L-200,checked,,A 10-track shadow-walk that refuses to stop asking why. Question the nation. Truth is on sabbatical. Or what(TF)? A nod to Hannah Arendt. Bertrand would approve. Probably.,Ask: BERTRAND (knows),,,,2026-02-15T04:08:15Z,"BLOWsutra, BLOWsutra : REVOLT (now), BLUESsutra, DUBsutra, LOFIsutra, LOFIsutra (Best Of)"
Radio Static ⭐︎ QUACKsutra (FOTUS Circus) Piano Cabaret EPx4,https://soundcloud.com/bananasutra/sets/radio-static-quacksutra-cabaret-epx4,1,,QUACKsutra,INDIE,INDIE,4,"[01] Radio Static • QUACKsutra (FOTUS Circus) Shhh Piano Indie BURLESQUE, [02] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Piano Cello Chanson INDIE, [03] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Chanson Piano INDIE, [04] Radio Static • QUACKsutra (FOTUS Circus) Burlesque Piano Cello Bass INDIE","2335653740, 2335653731, 2335653734, 2335653737",3359,33,0.982435,0:15:22,https://i1.sndcdn.com/artworks-M9jkZvZV3768oFED-Djs8Eg-t500x500.png,https://i1.sndcdn.com/artworks-M9jkZvZV3768oFED-Djs8Eg-t1080x1080.png,Radio Static (The Dystopian Cabaret),L-321,checked,,"Because the dystopian cabaret is where we're at... rad, yo.",Quack: DUCK (shady),,,,2026-06-08T18:16:12Z,"FOTUS CIRCUS Playlist An American Freaks Show, INDIEsutra, JAZZsutra, JAZZsutra (Best Of), QUACKsutra : FOTUS Circus"
Rainbows in the Clouds • GLOWsutra Dub LoFi Blues,https://soundcloud.com/bananasutra/sets/rainbows-in-the-clouds-glowsutra-dub-lofi-blues,1,,GLOWsutra,"BANJO,BLUES,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,COUNTRY,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI",14,"[01] Rainbows in the Clouds • GLOWsutra Folk Poetry Dubs the DUB, [02] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI, [03] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI, [04] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI, [05] Rainbows in the Clouds • GLOWsutra Gipsy Jazz Conscious Fusion LOFI, [06] Rainbows in the Clouds • GLOWsutra Gipsy Tripsy Conscious Hop LOFI, [07] Rainbows in the Clouds • GLOWsutra Americana Booya Country Banjo FOLK, [08] Rainbows in the Clouds • GLOWsutra Queen of Authentic Dubby Folk Classic BLUES, [09] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES, [10] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES, [11] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES, [12] Rainbows in the Clouds • GLOWsutra Maya Mama Classic BLUES, [13] Rainbows in the Clouds • GLOWsutra Magic Mama-b-c Cello Lullaby INDIE, [14] Rainbows in the Clouds • GLOWsutra Magic Mama-b-c Cello Lullaby INDIE","2253218081, 2253218087, 2253218096, 2253218105, 2253218066, 2253218084, 2253218072, 2253218078, 2253218093, 2253218099, 2253218069, 2253218090, 2253218102, 2253218075",16882,188,1.113612,0:33:40,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t500x500.png,https://i1.sndcdn.com/artworks-OuzjTqyXc8wz8Uv9-0cXu0Q-t1080x1080.png,Rainbows in the Clouds,L-202,checked,checked,"Fourteen tracks of gratitude with teeth. Maya Angelou said be a rainbow in someone's cloud; Banana spent an EP figuring out what that means in practice, and dedicated this version to her friend Sri, who left after a brave five-year battle and who would have laughed at every verse. Beyond labels, lines, tiers, bias, noise, and fears: a song for everyone daring not to fit the square.",Bless: RAINBOWS (in my clouds),,,,2026-01-24T05:17:34Z,"BLUESsutra, BLUESsutra (Best Of), DUBsutra, DUBsutra (Best Of), FOLKsutra, GLOWsutra : RAINBOWS (in my clouds), GLOWsutra where gratitude feeds, INDIEsutra, LOFIsutra, LOFIsutra (Best Of)"
Read Me Harder (BB is for Banned Books) ☆ SHOWsutra Side A+B EPx19,https://soundcloud.com/bananasutra/sets/read-me-harder-bb-is-for-banned-books-showsutra-side-ab-epx19,1,,SHOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,ROCK",19,"Side A [01] READ ME HARDER (BB for Banned Books) - SHOWsutra Cello Accordion Tango Burlesque JAZZ, Side A [02] BB is for Banned Books - SHOWsutra Gypsy Hip Hop Fusion BURLESQUE, Side A [03] BB is for Banned Books - SHOWsutra Gypsy Hip Hop Fusion BURLESQUE, Side A [04] BB is for Banned Books - SHOWsutra Gypsy Hip Hop Fusion BURLESQUE, Side A [05] READ ME HARDER (BB is for Banned Books) - SHOWsutra Gypsy Hip Hop Rebellion BURLESQUE, Side A [06] READ ME HARDER (BB is for Banned Books) - SHOWsutra Gypsy Hip Hop Rebellion BURLESQUE, Side A [07] READ ME HARDER (BB is for Banned Books) - SHOWsutra Gypsy Hip Hop Rebellion BURLESQUE, Side A [08] READ ME HARDER (BB is for Banned Books) - SHOWsutra Gypsy Hip Hop Rebellion BURLESQUE, Side A [09] READ ME HARDER (BB for Banned Books) - SHOWsutra oh boy accordion circus waltz BURLESQUE, Side B [01] READ ME HARDER (BB for Banned Books) - SHOWsutra Banjo Booya Country Folk BLUES, Side B [02] READ ME HARDER (BB for Banned Books) - SHOWsutra Psychedelic Destiny Banjo BLUES, Side B [03] READ ME HARDER (BB for Banned Books) - SHOWsutra Psychedelic Destiny Banjo BLUES, Side B [04] READ ME HARDER (BB for Banned Books) - SHOWsutra Psychedelic Destiny Banjo BLUES, Side B [05] READ ME HARDER (BB for Banned Books) - SHOWsutra Psychedelic Destiny Banjo BLUES, Side B [06] READ ME HARDER (BB for Banned Books) - SHOWsutra IBYN Burlesque ROCK, Side B [07] READ ME HARDER (BB for Banned Books) - SHOWsutra IBYN Burlesque ROCK, Side B [08] READ ME HARDER (BB for Banned Books) - SHOWsutra IBYN Burlesque ROCK, Side B [09] READ ME HARDER (BB for Banned Books) - SHOWsutra She Wanna Know Jazzy LoFi Indie DUB, Side B [10] READ ME HARDER (BB for Banned Books) - SHOWsutra She Wanna Know Jazzy LoFi Indie DUB","2194994987, 2194994935, 2194994923, 2194994939, 2194994919, 2194994927, 2194994915, 2194994931, 2194994963, 2194994943, 2194994951, 2194994947, 2194994955, 2194994959, 2194994971, 2194994979, 2194994975, 2194994983, 2194994967",9777,68,0.695510,1:02:22,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t500x500.png,https://i1.sndcdn.com/artworks-AsBdOuYSmx4CVzKs-Y8zKhQ-t1080x1080.png,Read Me Harder (BB is for Banned Books),L-203,checked,,A 19-track shadow-walk that lights up whatever it touches. They banned the books but not the beat. BB is for Banned Books — and Badass Brains. Read harder. Inspired by Margaret Atwood. Resonated: 9k plays and 67 likes so far. Uncensored. Obviously.,Speak: CENSOR(ed),,,,2025-10-21T03:56:20Z,"BLOWsutra : CENSOR(ed), BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, BURLESQUEsutra (Best Of), DUBsutra, JAZZsutra (Best Of), ROCKsutra, SHOWsutra where bananas play"
