ep_title,ep_url,ep_volume,ep_rating,sutra,genres,genres_full,ep_total_tracks,total_plays,total_likes,duration_total,artwork_url,artwork_lg_url,lyrics_title,lyrics_id,ep_in_app,ep_featured,ep_description,ep_songbook_title,created_at,playlist_names_clean
Kids Are Asking ✪ KNOWsutra But(t) Why EPx3,https://soundcloud.com/bananasutra/sets/kids-are-asking-knowsutra-butt-why-epx3,1,,KNOWsutra,"DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA","ACOUSTIC,DUB,FOLK,INDIE,JAZZ,LOFI,MANTRA,TRIP HOP",3,1078,2,0:09:14,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t500x500.png,https://i1.sndcdn.com/artworks-L6uXyHUyGsqH0ZAv-cvmeZg-t1080x1080.png,Kids Are Asking,L-124,checked,,"3 tracks of raw sense-making. The kids are asking about the double standards. Nobody has a good answer. Dub, folk, and indie grooves from end to end. Because why not ask why.",Ask: But(t) WHY,2025-12-04 06:56:57,"FOLKsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, LOFIsutra, MANTRAsutra"
Kindness - Psychedelic INDIEsutra,https://soundcloud.com/bananasutra/sets/kindness-psychedelic-indiesutra,2,,GROWsutra,INDIE,PSYCHEDELIC,2,306,3,0:04:22,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t500x500.jpg,https://i1.sndcdn.com/artworks-60rWtzt0Ur5yDsl8-lcLgjQ-t1080x1080.jpg,Kindness,L-126,checked,,"2 indie tracks asking questions that sting. You don't know the weight of kindness until you've needed it. Channeling Naomi Shihab Nye, obviously. Vol. 2, because one wasn't enough. Kindness as rebellion.",Dare: KIND(ness),2025-02-06 09:39:00,"INDIEsutra, KNOWsutra where questions matter"
Kindness Matters - Human Life Soundtrack EP,https://soundcloud.com/bananasutra/sets/kindness-matters-human-life-soundtrackl,1,,GROWsutra,INDIE,INDIE,5,1456,10,0:18:08,https://i1.sndcdn.com/artworks-qsLSixra831RrldW-lEhsdw-t500x500.jpg,https://i1.sndcdn.com/artworks-qsLSixra831RrldW-lEhsdw-t1080x1080.jpg,Kindness,L-126,checked,,5 indie tracks asking questions that sting. You don't know the weight of kindness until you've needed it. A nod to Naomi Shihab Nye. Kindness as rebellion.,Dare: KIND(ness),2025-02-06 07:58:39,"BANJOsutra, BLUESsutra, FOLKsutra, GROWsutra : KIND(ness), KNOWsutra where questions matter, LOFIsutra"
Kiss A Pulse • GLOWsutra (Lucille Clifton Poetry) EPx16,https://soundcloud.com/bananasutra/sets/kiss-a-pulse-glowsutra-epx16,1,,GLOWsutra,"BANJO,BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI","BANJO,BLUES,BURLESQUE,CABARET,DUB,FOLK,GIPSY,INDIE,JAZZ,LOFI,PSYCHEDELIC,SOUL",16,15913,175,0:45:33,https://i1.sndcdn.com/artworks-FsS9zAJyonxRU7Rm-RHZvfQ-t500x500.png,https://i1.sndcdn.com/artworks-FsS9zAJyonxRU7Rm-RHZvfQ-t1080x1080.png,Kiss A Pulse,L-129,checked,,"Sixteen tracks of letting the music move through marrow instead of ego. Inspired by Lucille Clifton: ""one should wish to celebrate more than one wishes to be celebrated."" Sultry jazz drifts into gipsy lo-fi, dreamy dub, indie burlesque, and smoky blues, anchored by an upright bass that beats like a second heart. SC-tagged GLOW because the lyrics shimmer; we feature it on FLOW because the practice is letting go. Blessed be the sound in our bones.",Trust: WET (my friend),2026-03-02 02:26:36,"BLUESsutra, BLUESsutra (Best Of), BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), GLOWsutra where gratitude feeds, JAZZsutra, LOFIsutra"
L'Accordéon de l'Ignorance EP X9,https://soundcloud.com/bananasutra/sets/laccordeon-de-lignorance-ep-x9,1,,QUACKsutra,BURLESQUE,BURLESQUE,9,1935,15,0:26:40,https://i1.sndcdn.com/artworks-otyCSuVjsJ2YL8G1-qQb1mw-t500x500.png,https://i1.sndcdn.com/artworks-otyCSuVjsJ2YL8G1-qQb1mw-t1080x1080.png,L'Accordéon De l'Ignorance,L-130,checked,,"A solid half-hour of circus critique, across 9 tracks. Un canard sans conscience qui joue des peurs et divise. Avec un accordéon. Et l'ignorance en refrain. A nod to Jacques Brel. En français, évidemment. Quack quack. You know who you are.","Quack: DUCK (shady),World: FRENCHsutra",2024-12-11 21:31:47,"BLOWsutra, BURLESQUEsutra, FOLKsutra, FRENCHsutra oui oui · sacrebleu, INDIEsutra, JAZZsutra, MANTRAsutra, OUI OUI : Pardon (my French)"
L'Embobinage (d'après Carl Sagan) • French GROWsutra EPx17,https://soundcloud.com/bananasutra/sets/lembobinage-dapres-carl-sagan-french-growsutra-epx17,1,,BLOWsutra,"BURLESQUE,DUB,INDIE,JAZZ","BURLESQUE,DUB,FLAMENCO,INDIE,JAZZ",17,11724,116,0:50:14,https://i1.sndcdn.com/artworks-CtDeRlGcQzG1ofC3-5Y1m0w-t500x500.png,https://i1.sndcdn.com/artworks-CtDeRlGcQzG1ofC3-5Y1m0w-t1080x1080.png,L’Embobinage,L-131,checked,,"17 burlesque, dub, and indie tracks built on nerve and a prayer. Carl Sagan said: the saddest truth is how long we've been bamboozled. With a wink to Carl Sagan. Resonated: 11k plays and 114 likes so far. En français, évidemment.","Speak: CENSOR(ed),World: FRENCHsutra",2025-09-29 21:24:08,"BURLESQUEsutra, DUBsutra, DUBsutra (Best Of), FRENCHsutra oui oui · sacrebleu, GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, LOFIsutra (Best Of), OUI OUI : Pardon (my French)"
La Force Douce EPx7 ✪ French GROWsutra World Peace Duende LoFi Indie Fusion,https://soundcloud.com/bananasutra/sets/la-force-douce-epx7-french-growsutra-world-peace-duende-lofi-indie-fusion,1,,GROWsutra,"INDIE,LOFI","FLAMENCO,GIPSY,INDIE,LOFI,SOUL",7,5331,39,0:23:54,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t500x500.png,https://i1.sndcdn.com/artworks-oqgzYZ3lzrGih5hj-WJ2hFQ-t1080x1080.png,La Force Douce,L-132,checked,,"A 23-minute ride of questions that won't quit, across 7 tracks. Rivers cut stone without lifting a hand. La force douce: choosing love when everything crumbles around you. Served in indie and lo-fi. En français, évidemment. Kindness as rebellion.","Dare: KIND(ness),World: FRENCHsutra",2025-10-08 00:29:03,"FRENCHsutra oui oui · sacrebleu, GROWsutra : KIND(ness), GROWsutra where we be brave, INDIEsutra, INDIEsutra (Best Of), LOFIsutra, OUI OUI : Pardon (my French)"
La Poesia Importa ♕ EPx7 VOL.01 ♕ Bananasutra En Español,https://soundcloud.com/bananasutra/sets/la-poesia-importa-epx7-vol01-bananasutra-en-espanol,1,,GLOWsutra,LOFI,"FADO,LOFI",7,2514,26,0:22:29,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t500x500.png,https://i1.sndcdn.com/artworks-DQAHMhBcDTcoVFfl-BTKWAA-t1080x1080.png,La Poesia Importa,L-133,checked,,"7 tracks of beauty that bleeds. ¿La poesía importa? Sí. Y si lo dudas, esta canción es para ti. The sound: lo-fi. En español, con alma. Poetry as essential infrastructure.","Bless: POET(ry),World: SPANISHsutra",2025-05-27 13:16:04,"BURLESQUEsutra, DUBsutra, GLOWsutra : POET(ry), GLOWsutra where gratitude feeds, JAZZsutra, LOFIsutra, WORLDsutra : SPAN(k)ish"
Le Bal Des Salauds - French BLOWsutra Indie Gipsy Burlesque EPx9,https://soundcloud.com/bananasutra/sets/le-bal-des-salauds-french-blowsutra-indie-gipsy-burlesque-epx9,1,,BLOWsutra,"BURLESQUE,FOLK,INDIE,LOFI,MANTRA","BURLESQUE,FOLK,GIPSY,INDIE,LOFI,MANTRA",9,8562,88,0:35:32,https://i1.sndcdn.com/artworks-y8HtxewGKAQtoPJZ-3ZbprQ-t500x500.png,https://i1.sndcdn.com/artworks-y8HtxewGKAQtoPJZ-3ZbprQ-t1080x1080.png,Le Bal Des Salauds,L-134,checked,,"9 tracks of fair-play defiance. Bienvenue au bal. Les salauds ont réservé la meilleure table. Burlesque, folk, and indie grooves from end to end. Resonated: 8k plays and 88 likes so far. En français, évidemment.","Speak: APES (gone wrong),World: FRENCHsutra",2025-11-01 08:25:48,"BURLESQUEsutra, BURLESQUEsutra (Best Of), FRENCHsutra oui oui · sacrebleu, INDIEsutra (Best Of), LOFIsutra (Best Of), OUI OUI : Pardon (my French)"
Le Système EP MIX X16 | Bluesy French Jazz,https://soundcloud.com/bananasutra/sets/le-systeme-de-macron-le-ptit-con,1,,BLOWsutra,"BURLESQUE,DUB,JAZZ,LOFI","BURLESQUE,CABARET,DUB,JAZZ,LOFI,PUNK,SOUL",17,5914,80,0:46:58,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t500x500.jpg,https://i1.sndcdn.com/artworks-Jz9sGDEqD1gTTB5H-sILJIA-t1080x1080.jpg,,"L-137,L-136",checked,,"17 tracks of quacking fury. Je vous parle d'un temps où Macron mentait avec éclat. Ah, le bon vieux temps. Inspired by Charles Aznavour. En français, évidemment. The apes are at it again.","Speak: APES (gone wrong),World: FRENCHsutra",2024-11-03 02:33:18,"BLOWsutra, BLOWsutra : CENSOR(ed), BURLESQUEsutra, DUBsutra, FOLKsutra, FRENCHsutra oui oui · sacrebleu, INDIEsutra, INDIEsutra (Best Of), JAZZsutra, KNOWsutra where questions matter, LOFIsutra, OUI OUI : Pardon (my French), ROCKsutra, SINGLEsutra Exclusive SoundCloud (woo)"
Let’s Do It (Let's Fall in Love) EP • Public Domain Lyrics • JAZZsutra,https://soundcloud.com/bananasutra/sets/lets-do-it-lets-fall-in-love-ep-public-domain-lyrics-jazzsutra,1,,FLOWsutra,JAZZ,"JAZZ,PSYCHEDELIC",4,1039,15,0:13:04,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t500x500.jpg,https://i1.sndcdn.com/artworks-eBfjOLCOGCrYzDzL-qn290w-t1080x1080.jpg,Let's Do It,L-140,checked,,"A quick 13-minute burst of beauty that bleeds, across 4 tracks. Birds do it. Bees do it. Even educated fleas do it. Let's fall in love. Cole Porter walked in and stayed. Borrowed lyrics, original soul. Where trust gets tender.",Trust: WET (my friend),2025-01-19 23:44:20,"FLOWsutra : WET (my friend), FLOWsutra where time is space, JAZZsutra"
Lightly · My Darling ✦ FLOWsutra (Fly Like Water) BANJO EPx5,https://soundcloud.com/bananasutra/sets/lightly-my-darling-banjo-flowsutra-epx5,1,,FLOWsutra,"BANJO,BLUES,FOLK","BANJO,BLUES,FOLK",5,3500,36,0:16:24,https://i1.sndcdn.com/artworks-6MpLlzyctLk0ODIC-7RamRA-t500x500.png,https://i1.sndcdn.com/artworks-6MpLlzyctLk0ODIC-7RamRA-t1080x1080.png,"Lightly, My Darling",L-390,checked,checked,"5 banjo, blues, and folk tracks built on nerve and a prayer. Here’s the quote (because quotes matter, and this one’s yummy, darling): ""It's dark because you are trying too hard"". Aldous Huxley walked in and stayed... Fly like water, land like truth.",Trust: FLY (like water),2026-04-18 03:41:07,"BANJOsutra, FLOWsutra where time is space, FOLKsutra, FOLKsutra (Best Of)"
Linguistic Weaponry EPx4 (Vol 2) DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx4-vol-2-dubsutra,2,,SHOWsutra,DUB,"DUB,HIP HOP",1,163,1,0:03:19,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t1080x1080.png,Linguistic Weaponry,L-147,checked,,"A quick 3-minute burst of clarity with claws, across 1 tracks. F*ck: noun, verb, adjective, adverb, and apparently, a Supreme Court problem. A hymn to the most flexible word in the English language. With a wink to George Carlin. This is Vol. 2—the saga deepens. Welcome to the Fanana club.",Play: FANANA (party),2025-03-06 00:24:30,"KNOWsutra where questions matter, MANTRAsutra"
Linguistic Weaponry EPx7 Burlesque DUBsutra,https://soundcloud.com/bananasutra/sets/linguistic-weaponry-epx7-burlesque-dubsutra,1,,SHOWsutra,"BURLESQUE,DUB","BURLESQUE,DUB,GIPSY",3,612,5,0:08:25,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t500x500.png,https://i1.sndcdn.com/artworks-gk645DrsmcEOxAyn-PRMvkA-t1080x1080.png,Linguistic Weaponry,L-147,checked,,"3 burlesque and dub tracks steeped in equal parts fury and love. F*ck: noun, verb, adjective, adverb, and apparently, a Supreme Court problem. A hymn to the most flexible word in the English language. George Carlin walked in and stayed. Welcome to the Fanana club.",Play: FANANA (party),2025-03-06 00:05:10,"DUBsutra, INDIEsutra, KNOWsutra where questions matter, LOFIsutra, SHOWsutra : FANANA Club"
MAHA (Make America Humane Again) ☆ VOL.2 EPx6 ☆ BLOWsutra (MAxA Series) Psychedelic Trip Hop,https://soundcloud.com/bananasutra/sets/maha-make-america-humane-again-vol2-epx6-blowsutra-psy-trip-hop,1,,QUACKsutra,"BLUES,DUB,LOFI","BLUES,DUB,GIPSY,LOFI,PSYCHEDELIC,TRIP HOP",6,8783,57,0:16:57,https://i1.sndcdn.com/artworks-JGT1OnfOXKJX40oI-WLwAYA-t500x500.png,https://i1.sndcdn.com/artworks-JGT1OnfOXKJX40oI-WLwAYA-t1080x1080.png,MAHA (Make America Humane Again),L-149,checked,,"6 blues, dub, and lo-fi tracks served with no apologies. Make America Humane Again. It's not a radical idea. It should not be. One of the heavier hitters: 8k+ plays. Make America anything-but-this again.",Quack: MAxxxA Saga,2026-02-11 23:37:07,"BLOWsutra, BLUESsutra, DUBsutra, DUBsutra (Best Of), LOFIsutra, LOFIsutra (Best Of)"
MAKA MAKA EPx7 ⭐︎ MAxA Series · Vol. 4,https://soundcloud.com/bananasutra/sets/maka-maka-epx7-maxa-series-vol-4,1,,QUACKsutra,FOLK,"COUNTRY,FOLK",7,2106,14,0:18:59,https://i1.sndcdn.com/artworks-9mKo23b9tXJzWs5t-yMjheA-t500x500.png,https://i1.sndcdn.com/artworks-9mKo23b9tXJzWs5t-yMjheA-t1080x1080.png,MAKA (Make America Kind Again),L-150,checked,,7 folk tracks served with no apologies. MAKA: Make America Kind Again. (The harder acronym. The better one.) Make America anything-but-this again.,Quack: MAxxxA Saga,2025-03-28 02:27:47,"BANJOsutra, BLOWsutra : MAxA Series, BLUESsutra, BURLESQUEsutra, JAZZsutra, QUACKsutra where we sing FU"
Make Amurica Gulag Again ☭ BLOWsutra DUB EPx25,https://soundcloud.com/bananasutra/sets/make-amurica-gulag-again-blowsutra-dub-epx25,1,,BLOWsutra,"DUB,FOLK,INDIE,LOFI","DUB,FOLK,GIPSY,INDIE,LOFI,RAGGA",25,8383,87,1:19:51,https://i1.sndcdn.com/artworks-EtyWMtEaw4pyLtcc-MBCl2Q-t500x500.png,https://i1.sndcdn.com/artworks-EtyWMtEaw4pyLtcc-MBCl2Q-t1080x1080.png,Make Amurica Gulag Again (MAGA),L-151,checked,,"25 dub, folk, and indie tracks for the ones who still give a damn. Not an opinion. A fact. Forty-five billion for cages, not doctors. The land of the free has the most in a pen. This is not a drill. Resonated: 8k plays and 87 likes so far. Make America anything-but-this again.",Quack: MAxxxA Saga,2025-06-27 04:05:48,"BLOWsutra, BLOWsutra : MAxA Series, DUBsutra, DUBsutra (Best Of), FOTUS CIRCUS Playlist An American Freaks Show, LOFIsutra, QUACKsutra where we sing FU"
Make your Own Bible EP x6 VOL. 1 ℧ A Jazzy Burlesque Folk Trip Hop LOFI Venture (oui oui),https://soundcloud.com/bananasutra/sets/make-your-own-bible-ep-x6-vol-1-a-jazzy-burlesque-folk-trip-hop-lofi-venture-oui-oui,1,,GROWsutra,"BURLESQUE,FOLK,JAZZ,LOFI","BURLESQUE,FOLK,JAZZ,LOFI,TRIP HOP",6,1215,4,0:18:34,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t500x500.png,https://i1.sndcdn.com/artworks-7xjmVBpcmAIlWBfO-5Ebr4Q-t1080x1080.png,Make your Own Bible,L-152,checked,,"6 tracks of holy doubt. Ralph Waldo Emerson said it first. Select and collect. Make your own bible. Write your own song. A nod to Ralph Waldo Emerson. Holy questions, no holy answers.",Dare: GOD (etc.),2025-04-06 04:23:44,"GROWsutra : GOD (etc), LOFIsutra, Questions for the (kind) POPE in the Sky"
Male Fantasies - bananasutra EPx2 Vol. 03,https://soundcloud.com/bananasutra/sets/male-fantasies-bananasutra-epx2-vol-03,3,,BLOWsutra,INDIE,INDIE,2,1650,12,0:07:19,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t500x500.png,https://i1.sndcdn.com/artworks-xSBf70BkIjbkDGPA-9368AQ-t1080x1080.png,Male Fantasies,L-154,checked,,"A 2-track dark bloom that holds ego up to a funhouse mirror. The pedestal they built for you wasn't a gift. It was a trap. A nod to Margaret Atwood. This is Vol. 3—the saga deepens. Ego, meet your reflection.",Speak: EGO (gone loco),2025-05-02 03:14:54,"BLOWsutra, BLOWsutra : EGO (gone loco), JAZZsutra (Best Of), LOFIsutra"
Male Fantasies • CheekySUTRA EPx6 VOL. 02,https://soundcloud.com/bananasutra/sets/male-fantasies-cheekysutra-epx6-vol-02,2,,BLOWsutra,INDIE,INDIE,6,999,6,0:20:32,https://i1.sndcdn.com/artworks-VQwphayyp6Az5g1b-6E63wg-t500x500.png,https://i1.sndcdn.com/artworks-VQwphayyp6Az5g1b-6E63wg-t1080x1080.png,Males Fantasies (vol2),L-155,checked,,"6 indie tracks disguised as music. Up on a pedestal, put there by someone else's fantasy. Inspired by Margaret Atwood. This is Vol. 2—the saga deepens. Ego, meet your reflection.",Speak: EGO (gone loco),2025-04-20 01:19:09,"BANJOsutra, BURLESQUEsutra, INDIEsutra, JAZZsutra, LOFIsutra"
MAMA-B-C (Make America Mine Achtung Encore) • BLOWsutra MAxA Series EPx3,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx3,2,,BLOWsutra,"BANJO,DUB,INDIE,MANTRA","ACOUSTIC,BANJO,COUNTRY,DUB,INDIE,MANTRA,TRIP HOP",3,618,7,0:11:37,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t1080x1080.png,MAMA (Make America Mine Achtung),L-156,checked,,"3 tracks of circus critique. MAGA. MACA. MAMA. Make America Mine Achtung. Like a toddler in a war room with nukes and mommy issues. The sound: banjo, dub, and indie. Vol. 2, because one wasn't enough. Make America anything-but-this again.",Quack: MAxxxA Saga,2026-02-13 06:21:03,"BLOWsutra, BLUESsutra, DUBsutra, INDIEsutra"
MAMA-B-C (Make America Mine Achtung) • BLOWsutra MAxA Series EPx8,https://soundcloud.com/bananasutra/sets/mama-b-c-blowsutra-maxa-series-epx8,1,,QUACKsutra,"BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI","BANJO,BLUES,BURLESQUE,FOLK,INDIE,LOFI,PSYCHEDELIC,TRIP HOP",8,7099,43,0:20:16,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t500x500.png,https://i1.sndcdn.com/artworks-uDzqzbtn80lOeo3H-hV475g-t1080x1080.png,MAMA (Make America Mine Achtung),L-156,checked,,"8 banjo, blues, and burlesque tracks served with no apologies. MAGA. MACA. MAMA. Make America Mine Achtung. Like a toddler in a war room with nukes and mommy issues. Make America anything-but-this again.",Quack: MAxxxA Saga,2026-02-13 05:48:37,"BLOWsutra, BLOWsutra : MAxA Series, BLUESsutra, BLUESsutra (Best Of), INDIEsutra, LOFIsutra, LOFIsutra (Best Of)"
MASA (Make America Safe Again) ✮ EPX12 ✮ QUACKsutra Psychedelic BANJO,https://soundcloud.com/bananasutra/sets/masa-make-america-safe-again-epx12-quacksutra-psychedelic-banjo,1,,QUACKsutra,"BANJO,BLUES,BURLESQUE,DUB,ROCK","BANJO,BLUES,BURLESQUE,COUNTRY,DUB,PSYCHEDELIC,ROCK",12,5445,37,0:38:28,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t500x500.png,https://i1.sndcdn.com/artworks-zGBEcizIyyXPbSgu-fuTgSg-t1080x1080.png,MASA (Make America Safe Again),L-326,checked,,"12 tracks of fair-play defiance. Make America Safe? Start with books, not boys in blue. Every dollar spent on school cuts down crime. That's it. That's the whole plan. Served in banjo, blues, and burlesque. Make America anything-but-this again.",Quack: MAxxxA Saga,2025-11-12 10:23:15,"BANJOsutra, BLOWsutra, BLOWsutra : MAxA Series, BLUESsutra (Best Of), BURLESQUEsutra, QUACKsutra where we sing FU"
Mass Media Freakshow EPx13 VOL.02 ⭐︎ Terrence MCKenna KNOWs ⭐︎ Burlesque or Snooze?,https://soundcloud.com/bananasutra/sets/mass-media-freakshow-epx13-vol02-terrence-mckenna-knows-burlesque-or-snooze,1,,BLOWsutra,"BURLESQUE,FOLK,JAZZ","BURLESQUE,FOLK,JAZZ",13,3291,19,0:44:35,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t500x500.png,https://i1.sndcdn.com/artworks-Xranl6ikDYKoluYT-FdIOxQ-t1080x1080.png,Mass Media Freakshow,L-157,checked,,"13 burlesque, folk, and jazz tracks built on nerve and a prayer. Step right in. Corporate clowns, kids chasing fame, golems lost in glitter. Terrence McKenna saw this coming. So did the duck. Inspired by Terrence McKenna. Uncensored. Obviously.",Speak: CENSOR(ed),2025-04-15 20:39:22,"BLOWsutra : APES (gone wrong), BURLESQUEsutra, FOLKsutra, JAZZsutra"
MAWA MAWA EPx2 (if Soundcloud allows) ⭐︎ MAxA Series · Vol. 2,https://soundcloud.com/bananasutra/sets/mawa-mawa-epx2-maxa-series-vol-2,1,,QUACKsutra,LOFI,LOFI,2,456,3,0:07:03,https://i1.sndcdn.com/artworks-ohldLp0ezWMHuexZ-Z1TUbg-t500x500.png,https://i1.sndcdn.com/artworks-ohldLp0ezWMHuexZ-Z1TUbg-t1080x1080.png,MAWA (Make America Woke Again),L-158,checked,,2 tracks of circus critique. Woke ain't weak. It means your mind stays open. MAWA: because staying blind while they snatch your plate was never the plan. Lo-fi grooves from end to end. Make America anything-but-this again.,Quack: MAxxxA Saga,2025-03-28 03:19:02,"BURLESQUEsutra, GROWsutra where we be brave, JAZZsutra, QUACKsutra where we sing FU"
MAxA Alphabet Series Compilation - Make America Humane · Kind · Safe · Smart · etcetera Alright?!,https://soundcloud.com/bananasutra/sets/maxa-series,1,,QUACKsutra,"BANJO,BURLESQUE","BANJO,BURLESQUE",20,4841,49,0:39:53,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t500x500.png,https://i1.sndcdn.com/artworks-1kvONAzRbkd2SdIu-RVmpoA-t1080x1080.png,,"L-149,L-150,L-326,L-158",checked,,20 tracks of circus critique. Make America Humane Again. It's not a radical idea. It should not be. Served in banjo and burlesque. Make America anything-but-this again.,Quack: MAxxxA Saga,2025-03-23 16:19:58,"BANJOsutra, BLOWsutra, BLOWsutra : MAxA Series, BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, FOTUS CIRCUS Playlist An American Freaks Show, GROWsutra where we be brave, INDIEsutra, JAZZsutra, LOFIsutra, QUACKsutra where we sing FU"
Men-Oh-Pause 🩸 KNOWsutra EPx14,https://soundcloud.com/bananasutra/sets/men-oh-pause-knowsutra-epx14,1,,BLOWsutra,"BLUES,BURLESQUE,DUB,FOLK,INDIE,JAZZ,LOFI,ROCK","BLUES,BURLESQUE,DUB,FADO,FOLK,HIP HOP,INDIE,JAZZ,LOFI,PSYCHEDELIC,PUNK,RAGGA,ROCK",14,4323,47,0:52:56,https://i1.sndcdn.com/artworks-CwrH2fJ04mrnXKyD-lpasyg-t500x500.png,https://i1.sndcdn.com/artworks-CwrH2fJ04mrnXKyD-lpasyg-t1080x1080.png,Men-Oh-Pause,L-159,checked,,"Nearly an hour of fair-play defiance, across 14 tracks. Taboo for who, exactly? A body politics reckoning on the weaponized silence that costs half the world its dignity. Served in blues, burlesque, and dub. The apes are at it again.",Speak: APES (gone wrong),2025-09-16 11:10:47,"BLOWsutra : CENSOR(ed), BLUESsutra, BURLESQUEsutra, DUBsutra, FOLKsutra, GROWsutra where we be brave, INDIEsutra, KNOWsutra : but(t) WHY, KNOWsutra where questions matter, LOFIsutra, ROCKsutra"
Mind the Felon EP X5 | JAZZ LOFI : Psychedelic Paradox Soul Chanson,https://soundcloud.com/bananasutra/sets/mind-the-felon-bananasutra-jazz-lofi,1,,QUACKsutra,"JAZZ,LOFI","JAZZ,LOFI,PSYCHEDELIC,SOUL",5,3186,28,0:15:38,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t500x500.png,https://i1.sndcdn.com/artworks-JhmQUJamnQmJaWeu-4kvdTA-t1080x1080.png,Mind the Felon,L-161,checked,,A 5-track shadow-walk that stays wide awake through the circus. Mind the gap. Mind the felon. Mind the charm that hides the web. Served in jazz and lo-fi. Quack quack. You know who you are.,Quack: DUCK (shady),2024-11-12 02:31:02,"BLOWsutra, BURLESQUEsutra, FOLKsutra, JAZZsutra, MANTRAsutra, QUACKsutra : DUCK (shady), QUACKsutra where we sing FU"
